DPPNNNNNNNBS 	CRBVVVSPPNNNNNBSZVVVVVSDPPNNNNNAS 
DDDPNNNNNNNNAT 	CRAVVVVVTPNNNBTPPCRBVVVTNNNNNNNNATPPCRAVVTNNNNNNNNATPCRAVTNNNNNASPPZVTDDPPNNNNNNNAT 
PNNAS 	CRAVVSNNNNATPPCRAVVTPNNNNBTPZVVSDNNNNNNNNAS 
DDPPNNNNNNNNBS 	CRBVVSNNNNNNNNNATCRAVVVVVTNNNNNBTCRBVVVTNNBTPZVVVVSPNBT 
PPNNBT 	CRBVVVVTPNNNBSPCRBVVVVVSPPNNNNBTPCRBVVTPNNNATPCRAVTNNASPZVVVTPNBT 
NNNNNNNNNBT 	CRBVVVVVTPPNNNNNBSCRBVVVVVSPPNNASPZVVVTNNNNBT 
DNNNNBS 	CRBVSPPNNNNNNNASPPCRAVSPNNNNBSPCRBVVVVVSPNNASCRAVVVSNNNNBSPZVVSDNNNNNNNNNAS 
DDDPPNNNBS 	CRBVVVVVSNNNNNNBTCRBVVTNNNNNNASPPZVSNNNNNNBT 
DDDPNNBT 	CRBVVVVVTNNNNNNNNNBSCRBVSPPNNNNNBTPPCRBVVTPNNNNNNBSPPZVVVVVTDDNNNBT 
NNBS 	CRBVVVSPNNBTZVVVVVSPPNNNNNNAS 
DDPPNNNNNAT 	CRAVTNNNNNNNNNASPPCRAVVSPPNNNNNNNNNATPPCRAVVVVVTNNNNNNATPZVVVVTDDDNNNNNNNNNBT 
PNNNNNAT 	CRAVVVVVTPNNNNNNNASCRAVSPNNNNNNATPZVVVVVTDPNNNNAS 
DPNNNNBT 	CRBVVVVTPNNNNNNNNASPZVVVTDDDPNNAT 
DDNNNNNNNNNBS 	CRBVVVSPNNNNNNNNNASCRAVVVSPPNNNATCRAVTPPNNNNNNNNNASPPCRAVVVSPNNNNNNBTPPZVVVVVSDPPNNAT 
DDNNNNNNNNBT 	CRBVVTPNNNNBTPPCRBVVTNBTCRBVVTNNNNNNNBSPPCRBVVVVVSPNNNNNNNATZVVVVTDPPNNNNNBS 
DPPNAT 	CRAVVVTPNNNNNNNNATPCRAVTNNBTPPCRBVVVTPNNNNNNBTCRBVVVVTPPNNNNNBTZVVTDDDPPNNNNAT 
DDDNNNNBT 	CRBVVTNNNNNNBTCRBVVVVTPNNATZVVVVTPNNNNBT 
DDNNNNNNNNNAT 	CRAVVVTPPNASCRAVVVVVSPPNNNNNATZVTDDPPNNNNNAS 
DNNNNNNNNBT 	CRBVTPPNNNNNATPCRAVVVVVTNASPCRAVVVVVSPPNNNNNBSPZVVVTDNNBS 
DDDNNNNNNAS 	CRAVVVVVSPPNNNNNNNBSPPCRBVSPPNNNNNNNNNASPCRAVVVVSPNNNNASPPCRAVVVVVSNNNNNNNNBSPZVSDDPNNBT 
DDDPPNNNNNNNNBS 	CRBVVSPNNASCRAVVVVSNNNNNNNNASPZVVVSDNNNNAT 
NNNNNNNNBT 	CRBVVTPPNNNNNNNNNBTCRBVVVTPNNNNNNNNNBTCRBVVVTPNNNNNNNNATPZVVVVTDDDPPNNNNNNBS 
DDDNNNNAT 	CRAVVVVTPPNNNNNNBSPZVVVVVTNNNNNNNAS 
DPPNNNNNNNNNAS 	CRAVSPNNNNNATPCRAVVVVVTPPNNNNNNNNATPPZVVVSPPNNNBS 
DDNNNNNBS 	CRBVVSPNATCRAVVVTPPNNNNNNNNNATPPZVSDNNNNNNNAT 
DDPPNNNNBS 	CRBVVVVSNNNNNNBSPZVVVSDNNNNNNNNNAS 
DDNBT 	CRBVTPPNNNNNNBTCRBVVTPPNNNNNNNNNBTZVVVVTPPNNNNAS 
DNNNNNAS 	CRAVVVVSPNNBSPPCRBVVVSPNBSCRBVVVVSPPNNNNNNNNNATPPZVVVSDPPNNNNBS 
DDPNNNNNNNNNAS 	CRAVVVSNNNNNNNNASPCRAVVVVVSPPNBSCRBVVVSNNNNNASPZVSDPPNNNNNNBS 
PPNNNNNNNNNBS 	CRBVVVVVSPNNATCRAVVVTNNNBTPPCRBVVVVVTPPNNNNNNBSPPCRBVSPPNNNNNNNNASPPZVVSPNNNNNNNNNBS 
DDDPNBT 	CRBVVVVTPPNNNNNNNBSPCRBVVVSPNATZVVVVTNNNNAS 
DPNNNNNNNNNAS 	CRAVVSPNNASPCRAVVSPPNNNASPPCRAVVVVVSPNNNNNNNNATCRAVTPNNNNBTPPZVVSDDPPNNNNBT 
DPPNNNNNNAT 	CRAVVVVVTPPNNNNASPZVVVTNNNNNNNNAS 
DDDPPNNNNNNNNNBS 	CRBVVVVVSPPNNNNNNNNNBSPCRBVVVVVSNNNBTPCRBVVVTPNNNNNNATPPZVVVVVSDDDPPNNNNNNNNNBT 
DDNNNBS 	CRBVVVSPNNATCRAVVVVTPNNATPPCRAVVVTPPNNNNNASPCRAVVVVSPNNNNNNNASZVVVVSDDDPNAS 
DDPNNNNNNNNBS 	CRBVVVVVSPNNNNNBTZVVSDPPNAS 
DDDNNNNAT 	CRAVVVVTNASPCRAVVVVSNNNASPPZVVTDDNAT 
PPNNNAT 	CRAVVVTPNNNNBSPPZVVTDNNNNAS 
DPPNNNNNNNNBT 	CRBVVTNNNNNNNBSPPCRBVSPPNNNNNNNNASZVVVVVTDDNNNNNNNNNBT 
DDDNNNNNNNNBT 	CRBVVVTNNNNNBTPCRBVVVVTPNNNNNNNNNATCRAVTPNNNNNNBTPPZVVTDDNNNNNNNNNBS 
DDPPNNNNNNAS 	CRAVVSPPNNNNNNNASPCRAVSPPNNBTPCRBVVVVTNNATPZVVVVSPPNNNNNNNBS 
DDDPNNNNNNNAS 	CRAVVSNATPCRAVVVVVTPNBSPCRBVVVVVSPNNNNNNNNATZVVVVSNNBT 
DDDNNBT 	CRBVTPPNNNNBSCRBVVSNNBSPPZVVVVVTDDNBS 
DDDPNBT 	CRBVTPPNNNATPCRAVVVVVTPNNNBSPZVVVVTDDDNNAT 
PNNNBS 	CRBVVVVSPNNNBTPZVVVVSDDDPNNNNNNAS 
DNNNNBS 	CRBVSNNNNNNNBTPCRBVVVVTPNNNNASPPCRAVVVSNNNBSPPZVVVVSPNNNNNNBT 
DDDPPNBT 	CRBVVTNNBTZVTDDDNNNNNNNNAS 
DDNNNNNNNNNAS 	CRAVSNNNNNNNNNASPCRAVVSPPNNBSCRBVSNNNASCRAVVSPPNBTPPZVVSDDPPNNNBT 
DNNNNBT 	CRBVVVVVTPNNNNNNATCRAVTNASPCRAVVVVSPPNNNNBTPPCRBVVVTNNNNNNNASPPZVVVVVTDPPNBT 
DDPNNAT 	CRAVVVVTPPNBTPPCRBVTNNNNNBTCRBVTPPNNNNASPPZVVTDDDNNNNNNNNNAT 
DDDPNNAS 	CRAVVVVVSPNNNNBTPPZVVSDDDPNNBS 
DPNNNNAT 	CRAVVTNNNNASPCRAVVVVVSPPNNNNNBSPPZVVVTDPNAT 
DDPPNNNNBS 	CRBVVVVSPNBSCRBVVVVSPNNNNNNNNNBTPPZVVVSDPNNNNBT 
DDPNNNNNNNNNBS 	CRBVVVSNNNNNNNNNASPZVVVVSDDPNNNNNAS 
PPNNNNNNAS 	CRAVVSPPNNNNBTPPCRBVVVTPPNNNNASPCRAVVVVVSPNNNNNNNNNATZVVSPNNAT 
DDNNNBS 	CRBVVVSNBTPPZVVVVVSDDNNBS 
DPPNNNNNNNNNAT 	CRAVVVVTPPNNBSPCRBVSNNATPZVTDDDPPNNNBS 
DDNNNBT 	CRBVVTNNNNNNNNNASPCRAVVVVVSPPNNNNBTCRBVTPNNNNNNATPZVVVTDNNNNNNNNAT 
DDPPNAS 	CRAVVVSPPNNNNATCRAVVVVVTPNNNNNNATCRAVVVVTPPNNNNNNNATPZVVVVVSDDNNNNNNNNNBS 
DDNNNNNNNNAS 	CRAVVVSPPNNNNBTPZVVVVSPNNNNAT 
DDPNNNNNNNBT 	CRBVVTPPNNNNNNNNNBTPPCRBVVVTPPNNNNBTPPCRBVVVVTNNNNATPPCRAVVVVTPPNNNNNATPZVVVVTDNNNNNBT 
DDPPNNNNNNNNBT 	CRBVVVVVTPNNNNBTCRBVVVVTPPNNNNNNNNATPZVTDDPNNNAS 
PNNNNNNNNBS 	CRBVVVSPNNNNNASCRAVSPNNNNNNNNBSPZVVVVVSPPNNNNNBT 
DNAS 	CRAVVVSPNNNNNATPCRAVVTPNNNNNNNNNBTCRBVVVVTPNNNNNNNNATPZVVVVSDDNNNNNNNBT 
DDDPNNNNNNBS 	CRBVVVVVSNNNNNNNNBTZVVVVVSDDDNNNNAT 
PNBS 	CRBVVVSPPNBSPCRBVSNNNNNNNNNATPZVSDDDNNNAS 
DNNNNNAS 	CRAVVVVSNNNNNNNNNBTCRBVVVTPNNNNNBSPZVVVVSDDPNNNAS 
DPNNNNNAS 	CRAVVVVSPPNNNNNNNNNBSPPZVVVVSDPPNNNAT 
DDPNNNAT 	CRAVVVTNNNASPCRAVVVVSPNNNNNNBSPPCRBVVVSPNNBSPCRBVVVVSPPNNNNNNNNASZVVVTDDNNNNAT 
PPNNNNNAS 	CRAVVSPNNNNNNNNBTPPZVVVVSDPNNNBS 
DPNNNNNNBT 	CRBVVTPPNNATPPCRAVTPPNNNNNNNBSCRBVVVVVSPPNNNNNATPCRAVVVVTPPNBSPZVTDDNNNNNNNBT 
DNNNNNNAT 	CRAVVVTPNNNNNNNNBTZVVVVVTDNNNNNNNNNAS 
DPPNAT 	CRAVVVVTNNNNNNNNASPZVVVVVTDDDPNNNNNNNNBT 
DDPPNNNNNNAT 	CRAVVTNNNBSPCRBVVVVSPPNNNNNNBSPPZVTDDNNNNBS 
PPNNNNNNNNAT 	CRAVVTNNNNNNNASPCRAVVVVVSPPNNNNNNATPPZVVVVTDPNAS 
DNNNNNBT 	CRBVVVVVTNBSCRBVVVSNNNASPPCRAVVVSPPNNNNNNASPZVTPPNNNNNNNBT 
DPNNNBT 	CRBVTPPNNNNNNNNNATPZVVVVTDNNNNNNNBS 
DPPNNNNNNBS 	CRBVVVVSPNNNNNNNNNBSPCRBVVSPNNNBTZVVSNNNBS 
DDDNAT 	CRAVVVVVTPPNBSPZVTDDDNNNNNNNBS 
DDNNNNNNNNNAS 	CRAVVVSPPNNNNNNNBTPCRBVVVVTPPNASPCRAVVVVVSPNNBSPCRBVVVSPNNNATPPZVVSDPNAT 
DDDPPNNNNNNAT 	CRAVVVTPNNNATPPCRAVVVVVTNNNNNNBSPCRBVVVVVSNNNBTZVVVVVTDDPNBS 
PNNNNNAT 	CRAVTPPNNNNNNNNNBTCRBVVVTNNATPPCRAVTPNNNNNNATCRAVVTPNNATPPZVTDPNNAS 
DDPPNNNNNNNAT 	CRAVVVVVTNNNBTPPCRBVVVVTNNASPCRAVVVVVSNNNNNNNNBSPZVVTNNNNNBT 
DDDPNNNNAS 	CRAVVVVSNNNNBSPZVVVVVSDDDNNNNNNNNAT 
PPNNNNNNNAS 	CRAVVVVSNNNNNNNNNBTPCRBVVVVVTPPNNNBSPZVVVVSPPNNNNNNNNNAS 
DDPNNNNNNNNNBS 	CRBVVVVSPPNASPPCRAVSPNNNNNBSPZVVVVSDDPNNNNNBT 
DDNNNAT 	CRAVVTNNNNNNNNASPPCRAVVSNNNNNNNNATPCRAVVTNNNNNNNNBTZVVVTDDDPNNNNAT 
DDDPPNNAS 	CRAVVVSPNNNNNNBSPCRBVVVSNNNNNNNASPZVVSDDDNNNNAS 
DDDPPNNAS 	CRAVVVSNNNBSCRBVSNBTCRBVTPPNNNNNBTPZVVVVVSDDDNNNNAT 
DPNNBS 	CRBVVVVVSPPNBTPPCRBVTPPNNNNNNNASZVVVSDDDNNBS 
DPPNNNAT 	CRAVVVTPPNNNNNNNNASPPCRAVVSNNNNNNNNBTPZVVVTPNNNNNNAS 
PPNNNNNNBT 	CRBVVTPPNNNNBSPCRBVVVSPPNNNNNNASZVTDDDPPNNNNNNNNNAS 
DDPNNNNNNNNBS 	CRBVVVVSPPNNNNBTPCRBVVVTPNNNNNNATPCRAVTPPNNNNATZVVVSDDPNNNNNNNNNAT 
DDNNNNNNNNBT 	CRBVTPNNNNNBTPPCRBVTNNNNNNNBSPPZVVVVTDDDNNNNNBS 
DPPNNBS 	CRBVVVVSPPNNNNNBSPCRBVVVVVSPNNNNNNASCRAVVVVVSPNASZVVVVSDDDPPNNNNNNNNBT 
DDDPPNNNNNNBT 	CRBVVVVTNNNNNNNNNASPCRAVVSPNNNNNNNNASPPCRAVSPNNNNNNNNBSPCRBVVVSPNNNNNNNNNBSPZVVVVVTNNNNNAT 
DDPPNNNNNNBS 	CRBVSNNNNNNNNNBSPCRBVVVSPPNNNBTZVSNNNNNNNNBT 
NNAT 	CRAVVVVVTPPNNNNNBTCRBVVVTPNNNBTPPCRBVVVTPNATPCRAVVVVTPPNNNNASPZVVTPNBS 
DDDPNNNAS 	CRAVVVVVSPPNNNATPZVVSDPNNNBT 
PPNNNNNNAT 	CRAVVVVVTPPNNNNNNNATCRAVVTPNNNNNNNNNBTZVVVTDDPPNNNNNNNNBS 
DDNNNNNNAS 	CRAVVSPNNNBTCRBVVVVVTNNNNNATPZVSDDDPPNAT 
PNNNNBS 	CRBVVVVVSPNNATCRAVVVVTPPNNNNNNNNATCRAVVVTPPNNNBTPPCRBVVVVTPNNNNNATZVVVSPPNNNNNNNNNAT 
DDPNNNBT 	CRBVVTNNBSPCRBVVSNNBSPPCRBVVVSPPNNNBSPPCRBVVVSNNNASPZVVTDDDPPNNAS 
PPNNNNNNNNAT 	CRAVTNNNBTPPCRBVTPNNBTPPZVTDDDPNNNNBT 
DPNNNNNNNNNBS 	CRBVSPPNNBSCRBVSNNNNNNNATZVVVVSDPNNNNNNNBS 
DPPNNNNNNNAS 	CRAVVVVSPNNNNATPZVVVSDDPNNNNNNNNBS 
DDPNNBS 	CRBVVVVSPNNNNNNNBTPPCRBVVTPNNNNNBTCRBVVTPNNNATPPCRAVVTPPNNATPPZVVVSDPNNNNNNBT 
DDPNNNNNNNBS 	CRBVVVVSPNNNNNASCRAVVVVVSNNNNNNASPPZVVSPNNNNNNNNAS 
DDPNNNNNNNNNBS 	CRBVVSPNNNNNASCRAVSPNNNNNBSPZVVVVVSDPNNNNBT 
DDDPNNNNNNNBS 	CRBVVVVSNNNNNATZVSDDDPPNNNNNAS 
DDDPPNNNNBT 	CRBVVVVVTPPNNBTCRBVVVVVTPPNATPCRAVVVVTNNNNNNNATPCRAVVVTPPNNNNNNNNBTPZVVTDPPNNAT 
DDDNNNNNBS 	CRBVVVVSPNNNATPCRAVTPNNNBTPCRBVVTNNNNNASCRAVVVSPNNNNNNNNASPZVVSPNBS 
DDDNNNNNAT 	CRAVTNASCRAVSPNNNATCRAVVVVTPPNBTCRBVVVVVTPPNNNBSPPZVVVVTDNNNNNNNNAS 
DDDNNNNAS 	CRAVVSPNNNNNNNATPPCRAVTPPNNNNNNNBSZVVVSDDPPNNNNBS 
DDDPNNNNNNBT 	CRBVVTNNNATCRAVVVVTPNNNNBSPPCRBVVVVVSPPNBTPZVVVTDNNNNNNNBT 
NNNAS 	CRAVVVVSPNNNNNNNNNBSZVVVVVSDDDPPNNAT 
DPPNNNNNNNNBT 	CRBVVVVVTPNNNNBTPCRBVVVTPNNNNNNNBSPPZVTDDNNNNNNNNNAS 
DDDPNBS 	CRBVSNNNNATPZVVVVVSPNNNNNNNNAT 
DDDPPNNAS 	CRAVVVVVSPPNNNNNNNBTPCRBVVVVTPPNBTZVSDDNNNNNNNNBS 
DDDPPNNNNAS 	CRAVSPPNNNNNNNATPCRAVVVVTPPNNNNNNNBTPPCRBVVVVVTPPNNNBSPPZVVVVVSNNNNNNAT 
PNNNNNBT 	CRBVVVVTNNNNNNNBTZVVTDDDNNNNNNNAS 
DDDPPNNAT 	CRAVVVTNNNNATPCRAVVVVVTNNNNNNNNNBTCRBVVTPPNNNNATPPZVVTDPNNNNAT 
DDPNNNNNNAS 	CRAVVVVVSPNNNNBTPCRBVVTPNNNNNNNNNASCRAVVVVSNNNNBTPPZVVVSDPNNNNNNNNNBS 
DPNNNNNNAS 	CRAVSNNNNATPZVVVVVSDDDNNNNNBS 
DDPPNNBS 	CRBVSPNNNNNNNNBSPPCRBVVVVSPPNNNNBTPCRBVVVTPPNNNASPPCRAVSPPNNNNATPZVVVVSDDDNNNAS 
DDPPNNNNNAS 	CRAVVSPNNASPCRAVSPPNNNNNNNNNBSPPZVVVSDNNNNNBS 
DDPPNNNNNNNNAS 	CRAVSNNNNATPPCRAVVTPPNNNNNNNNBSPCRBVVSPNNNNBTZVVVVSPNNNAS 
NNNNNNNNBS 	CRBVVSPPNNNNNNATPCRAVVVVVTPNNASCRAVVVVSPPNNNNNNNNATPCRAVVVTNBSPZVVVSDPPNNNAS 
DDDNBS 	CRBVVSPPNNNNNNNASCRAVVVVSPPNBTPZVVVVSDDDPPNBT 
PPNAS 	CRAVVVVVSPNNNNASPCRAVSPPNNBTPZVVVVSPNNNBT 
DNNNNNAT 	CRAVVVVTNNNBTPPCRBVVTNNNNNNNNNBTPPCRBVVTPPNNBTPPCRBVVVVVTPNNNNBSZVVTDDPNNNNNNNBS 
DDDNNNNNNNBT 	CRBVTPPNNNNNNNNNBSPPCRBVVVVVSNNNATPPZVVVVVTDDNNNNNNNNBT 
DDPNNNNAT 	CRAVVVVTPNNNNNNNNNBSCRBVVVVSPPNNBSPZVVVTDDDPNNNNNNNNNAT 
DDDPPNNNNNNNBS 	CRBVVVSNNNNNNNNNATCRAVVVVVTPPNASPCRAVVSPPNNNNNNNNBTPCRBVVVTNNNNNNNNNASPPZVVVVSDDPNNNNNNNBT 
DPNNNNNNNNNBS 	CRBVVVVSPNNNATPPZVVSDPPNNBT 
DDNNNNNNBT 	CRBVVTPPNNNNNNNNNASPCRAVVSNNNNNNNNNBTPZVVVTDDPNNBT 
DNNNNNNNNNBS 	CRBVVVVVSPPNBTCRBVVVVTNNNNNNBTCRBVVVTNNNNNNNBSPPZVVSPNAT 
DNNNNNBS 	CRBVVVVSNNNNBTPPCRBVVVVTPNNNNNNNNNBTCRBVVTPNNBTCRBVTPNNNNNNATZVVVVSDNNNNNBS 
DPPNAT 	CRAVTPPNNNATPCRAVTNNNBTCRBVVVTPPNNNATPPZVVTDDPPNNNAT 
DDNNAS 	CRAVVSPPNNNNNNNNBSPCRBVVSPNNNNNNNNNBSCRBVSPNNNNNNNNATPPCRAVVVTNNNNNNNNNASPPZVVSDDDPNNNNNNNNBS 
DDNNNNNNNBT 	CRBVVVVTNNNBSPPZVTPPNNNNNNNNAS 
DPPNNNNAT 	CRAVVVVTNNNNNNNNNATCRAVVVTPPNNNNNNNASCRAVVVSPNNNNATPPCRAVVVVVTPPNNBTZVVVVTDDPNNNBS 
DDDPPNNNNNBS 	CRBVVSNNNNBTPCRBVVVVTNNNNATPPZVVVSDDDPNNNNBS 
DDPNAT 	CRAVVVVVTNNNBSCRBVVVVVSNNNNNNNBSPPZVVTDPNNNNNNNAT 
NNNNAT 	CRAVVVTNASZVVTDDDPNNNAS 
DPPNNNAS 	CRAVVVVSPNATPPCRAVVVVTPNNNNNNNNNBSPPCRBVVSPNNNNNNBTPPZVVVSPPNNNNNNNAT 
PNNNNNNNNBS 	CRBVSPNNNNNATPZVVSPPNNNAT 
DNNNBS 	CRBVVVSPPNNNNNNNATPCRAVVTPNNNNNBSPPCRBVVSPNNNNNNNBSPPCRBVVSNNASPZVVVVSDDPNNNAT 
DDDNNNNNNNAS 	CRAVVVSPNNNNNNNNASZVVVSDDDPPNNNNBT 
DDDNNNAT 	CRAVVTNBSCRBVVVVSNNNNNNNBSPPCRBVVVVSNASPCRAVVVVVSPPNNASZVVVVTDPNNNNNNNNBT 
DDDPPNNBT 	CRBVTPPNNNNNNNBTPPCRBVVVVVTNNNNNNNATCRAVVTPPNNNASCRAVVVSPNNBTPPZVVVVVTDPNNNNNNBT 
DPNNNNNBT 	CRBVVVTPNNASPCRAVVVSPPNNNNBSCRBVSNNNNNNNNASCRAVVSPNNNNNNNNATZVTDDPPNNNNNNBS 
DDNNNNNNNAT 	CRAVVVVVTPNASZVVVVVTDDDPNNNNNNNNNBS 
DDNNNNNBT 	CRBVTPNNNNNASPCRAVVVSNNNNNNNNNATPZVVVVVTPNNNNNNNNNBT 
DDDPNNNNNNAS 	CRAVVSNNNNNBSCRBVVSPNNBSPPCRBVSNNNATPCRAVVVVVTPPNNNNNNNNASPPZVVVVSDDDPNNNNNBT 
DPNNNNNNNNNAT 	CRAVTPPNNNNNNNATPPCRAVVVVTPNNNNNNNNNBTPPZVVTPNNNNNNBS 
DDPNNNBS 	CRBVVSPPNNNNNATCRAVTPNNNNNBSZVVVSPPNNNBT 
DDPNNNNNNNAS 	CRAVSPPNNNNNNNNNASPCRAVVVVVSPPNNNNNNASPPZVVVSDDDPNAS 
DDPPNBS 	CRBVVSPNNNASPPCRAVVVSPNNNNNNNBTPPZVVVSDDPPNNNNNNAT 
DDDPNNNBS 	CRBVVVSPPNNNNNATPPCRAVVVVTPNNNNNATPZVVVSDDDNNNNNNNNBS 
DDNNNNNNNNBS 	CRBVVVVSPPNNNNBSPPCRBVVVSPNNNNNATPCRAVTPNNATPZVVVSDDDPNNNNNNAT 
DDPPNNNNNBS 	CRBVVVVSPPNNNNNNNNBTCRBVVTNNNNNNNNNASPCRAVVVVVSPPNNNNASCRAVSPPNNNNBTPPZVVVSPNNNNNNBS 
PPNNNNNNNNAS 	CRAVVVVVSNNNNNNBSPZVVVSDDNNBT 
DDDNNNBS 	CRBVSPPNNNNNNATCRAVVVVTNNNNASPPCRAVVVVVSPNNNNNNBSPZVSDPNNNNAS 
DDPPNNNNNNNNNAT 	CRAVVTPPNNNNNBTCRBVVVVTPNNNNNNNNNBSPZVVVVVTDPNNNBT 
DDPPNNNNNNNAT 	CRAVVVTPNNNASZVVVTDPNNNAT 
DDDPPNNNNBT 	CRBVVVTPPNNBTCRBVVVVVTNNNNATPCRAVVVVVTNNNNNNBTPPZVVTDDDNBT 
DDNNNNNNBS 	CRBVVSPPNNNNNNNBTPCRBVVTNNNNNNNBTZVVVVVSDDPNNNNNNNNAT 
PNNNNNAT 	CRAVVVVTPPNNNNNASCRAVVSPPNNNNNNNNNBSPZVVTDDPNNAT 
DDPNAS 	CRAVVVVVSPPNNNNNNNATPCRAVVVVVTNNNNATPCRAVTPNNNNNATCRAVVVVTNNNNASPPZVVVVSDPPNNNAT 
PPNNNNNNNNAT 	CRAVTPNNBTZVTDDDPPNNNNNNNNNAT 
DPPNNNNNNNBS 	CRBVVSPNNBTPPCRBVTPPNNASPPZVVVSDNNNNNNBS 
NBS 	CRBVVVSPPNATPZVSDDPNNNNNNAS 
DDDPNAT 	CRAVVTNASCRAVVSPNATPZVTDDDNNNAT 
DDDPPNNNNNNNNNBS 	CRBVVVVVSNNNNNBTPCRBVVTPPNNNNNNNBTPCRBVTPPNNNNNNNNBSPZVVVVVSDDDNNBT 
DDPPNNNNNNAT 	CRAVVTPPNNNNBTPPCRBVVVVTNNNNNNNBSZVTDDPNNAT 
DDNNNNNNNNBT 	CRBVVVVTPPNNNNNNNNNATZVVVVVTDDPNNNNNBT 
NNNNAT 	CRAVVTPPNNNNNNNNBSCRBVVSNNNNNNNNBTPPCRBVVVTPPNNNNNNNNNATPZVVVVVTPPNNNNNAS 
NNNNNNBT 	CRBVVTNNNATPCRAVVVVVTPNNNNNATCRAVTPNBSPCRBVSPNNNNBSPZVVVVVTDDPPNNBS 
DDDPPNNNNNNNNNBT 	CRBVVVVVTNNNNATPCRAVVTPPNNNNNASPPCRAVVVSPNNNNNNNNBSPCRBVVVVSNNNNNNNNBSPPZVVVVVTPNNNNAS 
PPNNNNNNNNNAT 	CRAVVVVVTPPNNNNATPCRAVVVVVTPNNBTZVVVVTNNNNNNBS 
DDDNBS 	CRBVSPNNNNNBSPCRBVVSNNNNNNNASPZVSNNNNNNNAT 
DDPNNNNNNNNAT 	CRAVTPNNNBTCRBVTPNNNNNNNNATPCRAVTNNNNNNNNASPPCRAVVVVVSNBTPZVVVVTDDDPPNNNBT 
DDDPPNNNNNNNAT 	CRAVVVTPPNBTPPCRBVVVTNNBTPCRBVTNBTPPCRBVVVVTPPNNNNNNNBTPPZVVVVVTDDDPNNNNNNAT 
DPPNNNNNNNNBS 	CRBVVSPPNNNNNNNBTPPZVVVVSDDPPNNNBT 
DNNNNNAS 	CRAVSNNNNNNASZVSDDPPNNNNNAS 
NNAS 	CRAVVVSPPNNNNNNBTPCRBVVTNNNBSPPZVVVVVSDNNNNNBS 
DDNNNNNAS 	CRAVVVVSPPNATCRAVVVTNASCRAVVSNNNBTZVVVVSDDNNNNNNNNNBS 
PNBT 	CRBVVVTNNBSCRBVSPNNNNBTPCRBVVTNNNNNNASPZVVVVVTDDDPPNNNBS 
PNNBT 	CRBVVVTPPNNNNNNBSCRBVSNATPPZVVVVVTDDDNNNNNNNNNBS 
DPNNNNNBS 	CRBVVSNNBTPCRBVVVVVTPPNNNNNNBSPPCRBVVSNNNNNNASPCRAVVSPPNNNNNNNASPZVVVVSDDDPPNNNBS 
PNBS 	CRBVVVVSNNNNNATCRAVTNNNNNBSPPZVVSDDPNNNNBS 
DDDPPNNNNNNNNAS 	CRAVVVVVSPPNNNNNASCRAVVSNNNNNBSPCRBVVVVSNNNNNNNNATZVVVVSDDNBS 
DNNNNNNNNNBS 	CRBVVVVSPPNASCRAVVVVSPPNNNNNNNNBTPCRBVVVVVTPNNNNNBSCRBVVSPNNNNNNNNNBSZVSDPPNNNNNNNNBT 
DDDPNNNNNBS 	CRBVSPPNNNNNNASPPCRAVVVSPPNNNNNNATZVVVVVSPNNNBS 
PNNNNNNNNAT 	CRAVVVVTPNNNNNNNASZVVVTDNBT 
DPNBT 	CRBVVVVTNNNNNNNNBSPCRBVVVVSNNNNNNNBSCRBVVVVVSNNNNNNNBTCRBVVVTPNNNBTZVVVTDDPNNNNNNNNNAS 
DPPNNNNNNNNBT 	CRBVVVTPPNNNNNNNNBTPCRBVVVTNNNNNNNBSPCRBVVVVSPPNNNNNNASPPCRAVSNNBSZVVVVVTDDDPNBS 
DPNNNNNNNNNBT 	CRBVVVTPNNNNASPPCRAVVVSPPNNNNNNNNNBTPZVVVVVTPNNBS 
DDNNNNNNNAS 	CRAVVVVSPNNNBSPPZVVVVVSDDNNNNNNAT 
DDDPNNNNNAT 	CRAVVTPNNNNNNNBTPCRBVVTPPNBTCRBVTPPNNNASCRAVVVVSPPNNNBSPPZVVVTNNNNNAS 
DDNNNNNNAT 	CRAVVTNNNNNNASPPCRAVVSPPNBTZVVVVVTNNNNNAT 
PPNNBT 	CRBVVVVTNNNNNBTPPCRBVVTPNNNNNNNNBSPPZVTDPPNNNNNNNNAS 
PPNNNNNNNNAT 	CRAVTNNBTCRBVVVTNNASPPCRAVVVVVSNNNASPPCRAVVVVVSPPNNNNNNNNNBTZVVTDDDPNAT 
DDDPNNNBS 	CRBVVVSPNNNBSZVVVSDDDNNNNNNAT 
PPNAT 	CRAVVVVVTPNNNATPPZVTDDPPNNNNNAT 
DNAS 	CRAVVVVVSPNNNNNNNNBTPCRBVVVVTPNASZVVVVSDDPPNNNNNNNNBT 
DPPNNNNNAS 	CRAVSPNNNNNNNNATPPZVVVVSDPPNNNNNBS 
DDDPPNNNNBT 	CRBVVVVVTNNNNNNBSPPCRBVVSPNNNNNNNNNASPCRAVVVSPPNNNNNNNNBTZVVVTDDPPNNNNBT 
DPPNNNNNAS 	CRAVVVVVSPNNNASPCRAVVSNATPCRAVVVVVTPNNNNNNNNNASPCRAVVVSNNNNNNNASPPZVVSDDDPPNAT 
DDDPPNNNNNNNNBS 	CRBVVVVVSPPNNNASPCRAVSPNNNNNBSPCRBVSNNATZVVSDNNNNNNAS 
